Brand,Racquet Name,Tension,Length,Pattern,Skip M Holes,Tie Off M,Start C,Tie Off C
Volkl Tennis,V3 AEROLITE,55 - 65,19'M - 16'C,16M X 19C,8T - 8B,6B,8T,7T - 7B
Volkl Tennis,V3 POWER FRAME,55 - 65,35' - 9'S,16M X 19C,8T - 8B,6T,8T,7B
Volkl Tennis,V4 AEROTOP,55 - 65,19'M - 16'C,16M X 19C,8T - 8B,6B,8T,7T - 7B
Volkl Tennis,V5,55 - 65,35' - 9'S,16M X 19C,8T - 8B,6T,8T,7B
Volkl Tennis,V5 HOT SPOT,54 - 64,19'M - 17'C,16M X 19C,"8T - 7,9B",7T,8T,6T - 6B
Volkl Tennis,V6,55 - 65,35' - 9'S,16M X 19C,8T - 8B,6T,8T,7B
Volkl Tennis,VX1,54 - 64,35' - 9'S,16M X 19C,8T - 8B,6T,8T,7B
Volkl Tennis,VX3,55 - 65,19'M - 17'C,16M X 19C,8T - 8B,6T,8T,7T - 7B
Volkl Tennis,X10 PRO,55 - 65,18'M - 18'C,16M X 19C,8T - 8B,6T,8T,7T - 7B
Volkl Tennis,X2 Ti OS,55 - 65,18'M - 17'C,16M X 19C,8T - 8B,7T,8T,6T - 6B
Volkl Tennis,X4,54 - 64,18'M - 18'C,16M X 19C,"7,9T - 7,9B",8T,7T,6T - 6B
Volkl Tennis,XTENDED 2 Ti OS,54 - 64,19'M - 17'C,16M X 19C,8T - 8B,6T,8T,7T - 7B
Weed Tennis,125-EX,35 - 70,23'M - 19'C,18M X 20C,"8,10T - 8,10,11B",4T,8T,7T - 6B
Weed Tennis,3/4 WEED,35 - 70,23'M - 19'C,18M X 20C,"8,10T - 8,10,11B",4T,8T,7T - 6B
Weed Tennis,3/4 WEED XL 125,35 - 70,23'M - 19'C,18M X 20C,"8,10T - 8,10,11B",4T,8T,7T - 6B
Weed Tennis,BORON GRAPHITE,35 - 70,21'M - 17'C,16M X 19C,8T - 8B,4T,8T,6T - 6B
Weed Tennis,COMBO,35 - 70,21'M - 17'C,16M X 19C,8T - 8B,4T,8T,6T - 6B
Weed Tennis,EXT 125 TOUR,35 - 70,23'M - 19'C,18M X 20C,"8,10T - 8,10,11B",4T,8T,7T - 6B
Weed Tennis,EXT 135 BLUE,35 - 70,23'M - 20'C,18M X 21C,"8,10T - 8,10B",7T,8T,5T - 6B
Weed Tennis,EXT 135 GREEN,35 - 70,23'M - 20'C,18M X 21C,"8,10T - 8,10B",7T,8T,5T - 6B
Weed Tennis,EXT 135 PINK,35 - 70,23'M - 20'C,18M X 21C,"8,10T - 8,10B",7T,8T,5T - 6B
Weed Tennis,EXT 135 TOUR,35 - 70,23'M - 20'C,18M X 21C,"8,10T - 8,10B",7T,8T,5T - 6B
Weed Tennis,GRAPHITE,35 - 70,24'M - 21'C,20M X 22C,10B,7B,9T,5T - 13B
Weed Tennis,INSTANT EDGE,35 - 70,23'M - 20'C,18M X 21C,"8,10T - 9B",7B,8T,5T - 13B
Weed Tennis,LADY ZONE,35 - 70,23'M - 20'C,18M X 21C,"8,10T - 8,10B",7T,8T,5T - 6B
Weed Tennis,LADY ZONE PLUS,35 - 70,23'M - 20'C,18M X 21C,"8,10T - 8,10B",7T,8T,5T - 6B
Weed Tennis,LIGHT QUICK,35 - 70,21'M - 17'C,16M X 19C,8T - 8B,4T,8T,6T - 6B
Weed Tennis,NET ZONE PLUS,35 - 70,23'M - 20'C,18M X 21C,"8,10T - 8,10B",7T,8T,5T - 6B
Weed Tennis,OPEN 135,45 - 70,21'M - 20'C,16M X 19C,"7,9,10T - 7,9,10B",8T,7T,4T - 5B
Weed Tennis,OPEN 135 TOUR,45 - 70,21'M - 20'C,16M X 19C,"7,9,10T - 7,9,10B",8T,7T,5T - 5B
Weed Tennis,SAVER,35 - 70,26'M - 20'C,22M X 22C,"9,11,13,14T - 9,11,",7T,9T,7T - 7B
Weed Tennis,T-ZONE,35 - 70,23'M - 20'C,18M X 21C,"8,10T - 8,10B",7T,8T,5T - 6B
Weed Tennis,T-ZONE PLUS,35 - 70,23'M - 20'C,18M X 21C,"8,10T - 8,10B",7T,8T,5T - 6B
Weed Tennis,THROWBACK,35 - 65,23'M - 20'C,18M X 21C,"8,10T - 9B",7T,8T,5T - 13B
Weed Tennis,WEED I (102 holes),35 - 70,27'M - 27'C,22M X 29C,"8,10,12,14,15T - 8,",7B,8T,3T - 13B
Weed Tennis,WEED I (82 holes),35 - 70,27'M - 25'C,22M X 26C,11B,7B,9T,6T - 13B
Weed Tennis,WEED II (metal throat),35 - 70,23'M - 21'C,20M X 22C,"9,11T - 10B",6T,9T,10T - 7B
Weed Tennis,WEED II (plastic throat),35 - 70,24'M - 20'C,20M X 22C,"9,11T - 10B",7T,9T,8T - 5B
Weed Tennis,WIDEBODY,35 - 70,23'M - 20'C,18M X 21C,"8,10T - 8,10B",7T,8T,5T - 6B
Weed Tennis,X-ONE 25,35 - 70,23'M - 19'C,18M X 20C,"8,10T - 8,10,11B",4T,8T,7T - 6B
Weed Tennis,Z-ONE 35,35 - 70,23'M - 20'C,18M X 21C,"8,10T - 8,10B",7T,8T,5T - 6B
Weed Tennis,Z-ONE 35 EXT,35 - 70,23'M - 20'C,18M X 21C,"8,10T - 8,10B",7T,8T,5T - 6B
Weed Tennis,ZONE,35 - 70,23'M - 20'C,18M X 21C,"8,10T - 8,10B",7T,8T,5T - 6B
Weed Tennis,ZONE PLUS,35 - 70,23'M - 20'C,18M X 21C,"8,10T - 8,10B",7T,8T,5T - 6B
Wilson Tennis,AIRE SHELL 3.0 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 14B
Wilson Tennis,AIRE SHELL 3.0 95,45 - 55,19'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 14B
Wilson Tennis,AIRE SHELL 4.5 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 12B
Wilson Tennis,AIRE SHELL 4.5 95,48 - 58,19'M - 18'C,18M X 20C,"8,10T - 8,10B",6B,8T,6T - 12B
Wilson Tennis,AIRE SHELL 5.5 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 12B
Wilson Tennis,AIRE SHELL 5.5 95,55 - 65,18'M - 17'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,BLADE 104 v6,50 - 60,20'M - 19'C,18M X 19C,9T - 9B,7B,9T,6T - 12B
Wilson Tennis,BLADE 104 v7,50 - 60,20'M - 19'C,16M X 19C,"8T - 7,9B",7T,8T,6T - 8B
Wilson Tennis,BLADE 104 v8,50 - 60,20'M - 19'C,16M X 19C,"8T - 7,9B",7T,8T,6T - 8B
Wilson Tennis,BLADE TEAM v8,50 - 60,20'M - 18'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,BLADE 104 GRAPHITE BASALT MATRIX,49 - 59,22'M - 18'C,18M X 19C,9T - 9B,7B,9T,6T - 13B
Wilson Tennis,BLADE 104 SW AUTOGRAPH COUNTERVAIL,50 - 60,22'M - 19'C,18M X 19C,9T - 9B,7B,9T,6T - 12B
Wilson Tennis,"BLADE 98 v6, v7, v8 (16X19)",50 - 60,20'M - 19'C,16M X 19C,8T - 8B,5T,8T,6T - 11B
Wilson Tennis,BLADE 98 v9 (16X19),50 - 60,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B
Wilson Tennis,"BLADE 98 v6, v7, v8 (18X20)",50 - 60,20'M - 19'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 6B
Wilson Tennis,BLADE 98 v9 (18X20),50 - 60,20'M - 19'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 7B
Wilson Tennis,BLADE 98 v6 COUNTERVAIL (16X19),50 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B
Wilson Tennis,BLADE 98 v6 COUNTERVAIL (18X20),50 - 60,20'M - 19'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 6B
Wilson Tennis,BLADE 98 L COUNTERVAIL,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,7T,8T,6T - 11B
Wilson Tennis,BLADE 98 S,50 - 60,20'M - 18'C,18M X 16C,"8,10T - 8,10B",9B,8T,6T - 7B
Wilson Tennis,BLADE 98 S COUNTERVAIL,50 - 60,20'M - 19'C,18M X 16C,"8,10T - 8,10B",9B,8T,6T - 7B
Wilson Tennis,BLADE NINETY-EIGHT (98 BLX) 16x19,50 - 60,20'M - 18'C,16M X 19C,8T - 8B,5T,8T,9T - 6B
Wilson Tennis,BLADE NINETY-THREE (93 BLX),50 - 60,20'M - 18'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 12B
Wilson Tennis,BLADE NINTEY-EIGHT (98 BLX) 18x20,50 - 60,22'M - 18'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 12B
Wilson Tennis,BLADE ONE HUNDRED FOUR (104 BLX),53 - 63,22'M - 18'C,18M X 19C,9T - 9B,7B,9T,6T - 11B
Wilson Tennis,BLX BLADE 98,50 - 60,20'M - 17'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 12B
Wilson Tennis,BLX BLADE LITE,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",5T,7T,4T - 12B
Wilson Tennis,BLX BLADE TEAM,53 - 63,20'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,9T,6T - 13B
Wilson Tennis,BLX BLADE TOUR,50 - 60,20'M - 17'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 12B
Wilson Tennis,BLX BOLD,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 5B
Wilson Tennis,BLX CIERZO TWO,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 8B",6B,7T,5T - 11B
Wilson Tennis,BLX CIRRUS ONE FX 118,55 - 65,21'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,BLX CORAL REEF,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,BLX CORAL WAVE 105,53 - 63,20'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,BLX ENVY,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 12B
Wilson Tennis,BLX FIVE,53 - 63,20'M - 19'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 12B
Wilson Tennis,BLX FOUR,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,BLX JUICE 100,53 - 63,20'M - 18'C,16M X 18C,"8T - 7,9B",6B,8T,6T - 11B
Wilson Tennis,BLX JUICE 100L,53 - 63,20'M - 17'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,BLX JUICE 100S,54 - 64,20'M - 17'C,16M X 15C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,BLX JUICE 100UL,50 - 60,20'M - 19'C,16M X 18C,"8T - 7,9B",8B,8T,6T - 9B
Wilson Tennis,BLX JUICE 108,53 - 63,21'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,BLX JUICE PRO 96,50 - 60,20'M - 18'C,16M X 20C,8T - 8B,6B,8T,5T - 11B
Wilson Tennis,BLX KHAMSIN FIVE FX 108,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 12B
Wilson Tennis,BLX ONE,55 - 65,20'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,BLX PRO LITE,53 - 63,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,5T - 11B
Wilson Tennis,BLX PRO OPEN 100,53 - 63,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,5T - 11B
Wilson Tennis,BLX PRO STAFF SIX-ONE 100L,53 - 63,20'M - 18'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 8B
Wilson Tennis,BLX PRO STAFF SIX-ONE 90,50 - 60,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,BLX PRO STAFF SIX-ONE 95,50 - 60,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,BLX PRO TEAM FX 103,53 - 63,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,5T - 7B
Wilson Tennis,BLX PRO TOUR 96,50 - 60,20'M - 17'C,18M X 20C,9T - 9B,7B,9T,7T - 12B
Wilson Tennis,BLX SIX-ONE 95 (16x18),50 - 60,18'M - 16'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 11B
Wilson Tennis,BLX SIX-ONE 95 (18x20),50 - 60,20'M - 19'C,18M X 20C,"8,10T - 8,10B",9B,8T,5T - 13B
Wilson Tennis,BLX SIX-ONE LITE 102,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6T,7B,4T - 11B
Wilson Tennis,BLX SIX-ONE TEAM 95 (16x18),50 - 60,20'M - 18'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,BLX SIX-ONE TEAM 95 (18x20),50 - 60,20'M - 17'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 9B
Wilson Tennis,BLX SIX-ONE TOUR 90,50 - 60,18'M - 16'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,BLX STEAM 100,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",5T,7T,4T - 12B
Wilson Tennis,BLX STEAM 105 S,57 - 67,20'M - 17'C,16M X 15C,"7,9T - 7,9B",8B,7T,4T - 9B
Wilson Tennis,BLX STEAM 96,50 - 60,20'M - 18'C,16M X 20C,"7,9T - 7,9B",8B,7T,5T - 9B
Wilson Tennis,BLX STEAM 99,50 - 60,20'M - 18'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 9B
Wilson Tennis,BLX STEAM 99 S,54 - 64,20'M -17'C,16M X 15C,8T - 8B,6B,8T,5T - 11B
Wilson Tennis,BLX STRATUS THREE,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,BLX SURGE 100,53 - 63,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,5T - 11B
Wilson Tennis,BLX TEMPEST FOUR,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,6T - 5B
Wilson Tennis,BLX THREE,55 - 65,22'M - 18'C,16M X 19C,"7,9,10T",7B,7T,5T - 10B
Wilson Tennis,BLX TIDAL FORCE,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,BLX TIDAL WAVE 105,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,BLX TOUR 95,50 - 60,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 10B
Wilson Tennis,BLX TWO,55 - 65,21'M -18'C,16M X 20C,"7,9T - 7,9B",5T,7T,8T - 6B
Wilson Tennis,BURN 100,50 - 60,20'M - 18'C,16M X 19C,"7,9T - 8B",5B,7T,6T - 11B
Wilson Tennis,BURN 100 COUNTERVAIL,50 - 60,20'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,6T - 6B
Wilson Tennis,BURN 100 LS,50 - 60,20'M - 18'C,18M X 16C,"8,10T - 9B",6B,8T,6T - 11B
Wilson Tennis,BURN 100 LS COUNTERVAIL,50 - 60,20'M - 18'C,18M X 16C,"8,10T - 9B",6B,8T,6T - 11B
Wilson Tennis,BURN 100 S,51 - 61,20'M - 16'C,18M X 16C,"8,10T - 9B",6B,8T,6T - 11B
Wilson Tennis,BURN 100 S COUNTERVAIL,50 - 60,20'M - 16'C,18M X 16C,"8,10T - 9B",6B,8T,6T - 11B
Wilson Tennis,BURN 100 TEAM,48 - 58,20'M - 18'C,16M X 20C,"7,9T - 7,9B",8B,7T,5T - 9B
Wilson Tennis,BURN 100 ULS,50 - 60,20'M - 18'C,18M X 16C,"8,10T - 9B",6B,8T,6T - 11B
Wilson Tennis,BURN 95,48 - 58,20'M - 19'C,16M X 20C,"7,9T - 7,9B",8B,7T,8T - 6B
Wilson Tennis,BURN 95 COUNTERVAIL,50 - 60,20'M - 19'C,16M X 20C,"7,9T - 7,9B",8B,7T,8T - 6B
Wilson Tennis,BURN FST 95,50 - 60,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,6T - 6B
Wilson Tennis,BURN FST 99,50 - 60,20'M - 19'C,18M X 19C,"8,10T - 8,10B",9B,8T,6T - 7B
Wilson Tennis,BURN FST 99S,50 - 60,20'M - 18'C,18M X 17C,9T - 9B,8B,9T,6T - 7B
Wilson Tennis,CLASH 100,47 - 57,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 6B
Wilson Tennis,CLASH TOUR 100,47 - 57,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 6B
Wilson Tennis,H BLAZE 95,53 - 63,18'M - 16'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,H COSMO 115,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,H CYCLONE,55 - 65,20'M - 19'C,16M X 19C,8T - 8B,6B,8T,5T - 11B
Wilson Tennis,H RIVAL 112,55 - 65,20'M - 19'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,H RIVAL 96,53 - 63,20'M - 19'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,H TOUR 105,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,H TOUR 95,50 - 60,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,H WAVE 100,53 - 63,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,H1 OUTER EDGE 135,55 - 65,24'M - 19'C,18M X 21C,"8,10T - 8,10B",7T,8T,5T - 12B
Wilson Tennis,H2 OS,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,H4 OS,55 - 65,20'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,H5 MP,55 - 65,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,H5 OS,55 - 65,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,H6 MP,50 - 60,19'M - 17'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,H6 OS,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HAMMER 2.7 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",6B,8T,5T - 13B
Wilson Tennis,HAMMER 2.7 95,48 - 58,19'M - 17'C,18M X 20C,"8,10T - 8,10B",6B,8T,5T - 13B
Wilson Tennis,HAMMER 3.0 Ti STRETCH,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HAMMER 3.2 Ti P. H. 118,53 - 63,21'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,9T - 12B
Wilson Tennis,HAMMER 3.6 STRETCH 125,55 - 65,22'M - 18'C,18M X 21C,"8,10T - 8,10B",7T,8T,5T - 6B
Wilson Tennis,HAMMER 4.0 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",6B,8T,5T - 13B
Wilson Tennis,HAMMER 4.0 95,48 - 58,19'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,5T - 13B
Wilson Tennis,HAMMER 4.0 STRETCH 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 6B
Wilson Tennis,HAMMER 4.0 STRETCH 95,50 - 60,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HAMMER 4.4 Ti STRETCH 110,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HAMMER 4.4 Ti STRETCH 95,53 - 63,19'M - 16'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HAMMER 5.0 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 12B
Wilson Tennis,HAMMER 5.0 95,50 - 60,19'M - 18'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 12B
Wilson Tennis,HAMMER 5.0 STRETCH 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 6B
Wilson Tennis,HAMMER 5.0 STRETCH 95,53 - 63,18'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HAMMER 5.2 110,53 - 63,21'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,5T - 13B
Wilson Tennis,HAMMER 5.2 95,50 - 60,19'M - 16'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HAMMER 5.4 PH 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",9T,8T,7T - 6B
Wilson Tennis,HAMMER 5.5 95,53 - 63,18'M - 14'C,16M X 18C,"7,9T - 7,9B",6T,7T,4T - 11B
Wilson Tennis,HAMMER 5.5 STRETCH 110,55 - 65,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,HAMMER 5.5 STRETCH 95,53 - 63,18'M - 14'C,16M X 18C,"7,9T - 7,9B",6T,7T,4T - 11B
Wilson Tennis,HAMMER 5.8 110,55 - 65,20'M - 18'C,16M X 21C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HAMMER 5.8 95,53 - 63,18'M - 16'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HAMMER 6.2 110,55 - 65,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,4T - 9B
Wilson Tennis,HAMMER 6.2 95,50 - 60,18'M - 16'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,HAMMER 6.2 MP POWER HOLES,53 - 63,18'M - 19'C,16M X 20C,"7,9T - 7,9B",6T,7T,4T - 11B
Wilson Tennis,HAMMER 6.2 STRETCH 110,50 - 65,21'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,6T - 14B
Wilson Tennis,HAMMER 6.2 STRETCH 95,50 - 65,18'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HAMMER 6.4 PH 95,53 - 63,18'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,6T - 11B
Wilson Tennis,HAMMER 6.4 PH STRETCH 110,55 - 65,21'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,9T - 12B
Wilson Tennis,HAMMER 7.0 Ti STRETCH 110,53 - 63,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,HAMMER 7.0 Ti STRETCH 95,50 - 60,18'M - 16'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,HAMMER 7.2 110,55 - 65,19'M - 17'C,16M X 20C,"7,9T - 7,9B",8B,7T,5T - 9B
Wilson Tennis,HAMMER 7.2 95,55 - 65,19'M - 16'C,16M X 18C,"7,9T - 7,9B",6T,7T,5T - 12B
Wilson Tennis,HAMMER 7.3 Ti STRETCH 100,53 - 63,19'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HAMMER 7.3 Ti STRETCH 110,55 - 65,22'M - 18'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 12B
Wilson Tennis,HAMMER 7.4 110,55 - 65,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 9B
Wilson Tennis,HAMMER 7.4 95,50 - 60,19'M - 17'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 11B
Wilson Tennis,HAMMER 7.4 STRETCH 110,53 - 63,21'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,5T - 13B
Wilson Tennis,HAMMER 7.4 STRETCH 95,50 - 60,18'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HAMMER 8.0 Ti STRETCH,53 - 63,21'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,5T - 13B
Wilson Tennis,HAMMER 8.2 Ti STRETCH,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6T,7T,4T - 11B
Wilson Tennis,HAMMER 8.4 Ti STRETCH,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6T,7T,4T - 11B
Wilson Tennis,HAMMER 8.8 Ti STRETCH,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6T,7T,4T - 11B
Wilson Tennis,HAMMER XP,55 - 65,20'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER HAMMER 2.1 LITE 115,50 - 60,21'M - 19'C,16M X 19C,"6,8,10,11T - 8B",6B,6T,3T - 11B
Wilson Tennis,HYPER HAMMER 2.3 STRETCH 110,50 - 60,20'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HYPER HAMMER 2.3 STRETCH 120,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HYPER HAMMER 2.7 115,50 - 60,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER HAMMER 2.8 125,55 - 65,21'M - 19'C,16M X 20C,"6,8,10T",7T,6T,4T - 11B
Wilson Tennis,HYPER HAMMER 3.3 115,50 - 60,20'M - 18'C,16M X 19C,"6,8,10,11T - 8B",6B,6T,3T - 11B
Wilson Tennis,HYPER HAMMER 3.3 135,53 - 63,22'M - 21'C,16M X 21C,"6,8,10,11T - 8B",7T,6T,4T - 11B
Wilson Tennis,HYPER HAMMER 3.9 OS,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER HAMMER 4.0 100,53 - 63,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER HAMMER 4.0 110,55 - 65,20'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER HAMMER 4.3 P.H. 100,53 - 63,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER HAMMER 4.3 P.H. 110,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER HAMMER 5.2 106,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B
Wilson Tennis,HYPER HAMMER 5.2 95,53 - 63,19'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B
Wilson Tennis,HYPER HAMMER 5.3 STRETCH 110,53 - 63,19'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B
